left_policy,right_policy,mean_difference,median_difference,ci_low,ci_high,wins,ties,losses,cluster_count,matched_trials
qrtc,qrtc_untyped,0.17593858506944446,0.0,0.1664348857266063,0.18515735598388328,0.4295789930555556,0.3961588541666667,0.1742621527777778,7930,9216
