seed,disorder_seed,isometry_seed,n_majoranas_per_side,left_dim,right_dim,river_dim,beta,mu,p1,p2_given_1,p_success,barrier_p1,barrier_p2_given_1,barrier_success,p_reverse,barrier_reverse,forward_minus_reverse,commutator_norm,choi_success_probability,encoded_forward_probability,choi_probability_mismatch,objective_forward_in_unit_interval,objective_noncommuting_guards,objective_forward_reverse_gap,objective_choi_guard_match
314159,314160,314161,6,8,8,64,1.5,0.08,0.2756745959525195,0.23727645483908702,0.06541109081681155,1.2885341090044906,1.438529341537378,2.7270634505418685,0.05657625246494744,2.872165949573291,0.008834838351864112,0.49338120443956685,0.04354505577027833,0.04354505577027834,6.938893903907228e-18,True,True,True,True
