policy,trial_id,relation_type,criterion,severity,noise,recovery_regret,cost_regret,harm_regret,total_regret,recovered,utility,oracle_utility
cheapest_first,development:402:FB+FR:independent:1.00:0.00:0:cheapest_first,independent,pi_2,1.0,0.0,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:independent:1.00:0.00:0:highest_stage_posterior,independent,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:independent:1.00:0.00:0:greedy_gain,independent,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:independent:1.00:0.00:0:end_to_end,independent,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:independent:1.00:0.00:0:oracle,independent,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:independent:1.00:0.05:0:qrtc,independent,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:independent:1.00:0.05:0:random,independent,pi_2,1.0,0.05,0.0,0.0,1.0,1.3,False,-0.5,0.8
cheapest_first,development:402:FB+FR:independent:1.00:0.05:0:cheapest_first,independent,pi_2,1.0,0.05,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:independent:1.00:0.05:0:highest_stage_posterior,independent,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:independent:1.00:0.05:0:greedy_gain,independent,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:independent:1.00:0.05:0:end_to_end,independent,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:independent:1.00:0.05:0:oracle,independent,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:independent:1.00:0.10:0:qrtc,independent,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:independent:1.00:0.10:0:random,independent,pi_2,1.0,0.1,0.0,0.0,1.0,1.15,False,-0.35,0.8
cheapest_first,development:402:FB+FR:independent:1.00:0.10:0:cheapest_first,independent,pi_2,1.0,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:independent:1.00:0.10:0:highest_stage_posterior,independent,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:independent:1.00:0.10:0:greedy_gain,independent,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:independent:1.00:0.10:0:end_to_end,independent,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:independent:1.00:0.10:0:oracle,independent,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:independent:1.00:0.20:0:qrtc,independent,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:independent:1.00:0.20:0:random,independent,pi_2,1.0,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
cheapest_first,development:402:FB+FR:independent:1.00:0.20:0:cheapest_first,independent,pi_2,1.0,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:independent:1.00:0.20:0:highest_stage_posterior,independent,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:independent:1.00:0.20:0:greedy_gain,independent,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:independent:1.00:0.20:0:end_to_end,independent,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:independent:1.00:0.20:0:oracle,independent,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.25:0.00:0:qrtc,synergistic,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.25:0.00:0:random,synergistic,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:402:FB+FR:synergistic:0.25:0.00:0:cheapest_first,synergistic,pi_2,0.25,0.0,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.25:0.00:0:highest_stage_posterior,synergistic,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.25:0.00:0:greedy_gain,synergistic,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.25:0.00:0:end_to_end,synergistic,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.25:0.00:0:oracle,synergistic,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.25:0.05:0:qrtc,synergistic,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.25:0.05:0:random,synergistic,pi_2,0.25,0.05,0.0,0.0,1.0,1.2000000000000002,False,-0.4,0.8
cheapest_first,development:402:FB+FR:synergistic:0.25:0.05:0:cheapest_first,synergistic,pi_2,0.25,0.05,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.25:0.05:0:highest_stage_posterior,synergistic,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.25:0.05:0:greedy_gain,synergistic,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.25:0.05:0:end_to_end,synergistic,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.25:0.05:0:oracle,synergistic,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.25:0.10:0:qrtc,synergistic,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.25:0.10:0:random,synergistic,pi_2,0.25,0.1,0.0,0.0,1.0,1.15,False,-0.35,0.8
cheapest_first,development:402:FB+FR:synergistic:0.25:0.10:0:cheapest_first,synergistic,pi_2,0.25,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.25:0.10:0:highest_stage_posterior,synergistic,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.25:0.10:0:greedy_gain,synergistic,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.25:0.10:0:end_to_end,synergistic,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.25:0.10:0:oracle,synergistic,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.25:0.20:0:qrtc,synergistic,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.25:0.20:0:random,synergistic,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:402:FB+FR:synergistic:0.25:0.20:0:cheapest_first,synergistic,pi_2,0.25,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.25:0.20:0:highest_stage_posterior,synergistic,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.25:0.20:0:greedy_gain,synergistic,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.25:0.20:0:end_to_end,synergistic,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.25:0.20:0:oracle,synergistic,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.50:0.00:0:qrtc,synergistic,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.50:0.00:0:random,synergistic,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:402:FB+FR:synergistic:0.50:0.00:0:cheapest_first,synergistic,pi_2,0.5,0.0,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.50:0.00:0:highest_stage_posterior,synergistic,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.50:0.00:0:greedy_gain,synergistic,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.50:0.00:0:end_to_end,synergistic,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.50:0.00:0:oracle,synergistic,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.50:0.05:0:qrtc,synergistic,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.50:0.05:0:random,synergistic,pi_2,0.5,0.05,0.0,0.0,1.0,1.2000000000000002,False,-0.4,0.8
cheapest_first,development:402:FB+FR:synergistic:0.50:0.05:0:cheapest_first,synergistic,pi_2,0.5,0.05,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.50:0.05:0:highest_stage_posterior,synergistic,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.50:0.05:0:greedy_gain,synergistic,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.50:0.05:0:end_to_end,synergistic,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.50:0.05:0:oracle,synergistic,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.50:0.10:0:qrtc,synergistic,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.50:0.10:0:random,synergistic,pi_2,0.5,0.1,0.0,0.0,1.0,1.3,False,-0.5,0.8
cheapest_first,development:402:FB+FR:synergistic:0.50:0.10:0:cheapest_first,synergistic,pi_2,0.5,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.50:0.10:0:highest_stage_posterior,synergistic,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.50:0.10:0:greedy_gain,synergistic,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.50:0.10:0:end_to_end,synergistic,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.50:0.10:0:oracle,synergistic,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.50:0.20:0:qrtc,synergistic,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.50:0.20:0:random,synergistic,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
cheapest_first,development:402:FB+FR:synergistic:0.50:0.20:0:cheapest_first,synergistic,pi_2,0.5,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.50:0.20:0:highest_stage_posterior,synergistic,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.50:0.20:0:greedy_gain,synergistic,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.50:0.20:0:end_to_end,synergistic,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.50:0.20:0:oracle,synergistic,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.75:0.00:0:qrtc,synergistic,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.75:0.00:0:random,synergistic,pi_2,0.75,0.0,0.0,0.0,1.0,1.2000000000000002,False,-0.4,0.8
cheapest_first,development:402:FB+FR:synergistic:0.75:0.00:0:cheapest_first,synergistic,pi_2,0.75,0.0,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.75:0.00:0:highest_stage_posterior,synergistic,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.75:0.00:0:greedy_gain,synergistic,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.75:0.00:0:end_to_end,synergistic,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.75:0.00:0:oracle,synergistic,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.75:0.05:0:qrtc,synergistic,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.75:0.05:0:random,synergistic,pi_2,0.75,0.05,0.0,0.0,1.0,1.15,False,-0.35,0.8
cheapest_first,development:402:FB+FR:synergistic:0.75:0.05:0:cheapest_first,synergistic,pi_2,0.75,0.05,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.75:0.05:0:highest_stage_posterior,synergistic,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.75:0.05:0:greedy_gain,synergistic,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.75:0.05:0:end_to_end,synergistic,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.75:0.05:0:oracle,synergistic,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.75:0.10:0:qrtc,synergistic,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.75:0.10:0:random,synergistic,pi_2,0.75,0.1,0.0,0.0,1.0,1.15,False,-0.35,0.8
cheapest_first,development:402:FB+FR:synergistic:0.75:0.10:0:cheapest_first,synergistic,pi_2,0.75,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.75:0.10:0:highest_stage_posterior,synergistic,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.75:0.10:0:greedy_gain,synergistic,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.75:0.10:0:end_to_end,synergistic,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.75:0.10:0:oracle,synergistic,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:0.75:0.20:0:qrtc,synergistic,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:0.75:0.20:0:random,synergistic,pi_2,0.75,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
cheapest_first,development:402:FB+FR:synergistic:0.75:0.20:0:cheapest_first,synergistic,pi_2,0.75,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:0.75:0.20:0:highest_stage_posterior,synergistic,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:0.75:0.20:0:greedy_gain,synergistic,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:0.75:0.20:0:end_to_end,synergistic,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:0.75:0.20:0:oracle,synergistic,pi_2,0.75,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:1.00:0.00:0:qrtc,synergistic,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:1.00:0.00:0:random,synergistic,pi_2,1.0,0.0,0.0,0.0,1.0,1.2000000000000002,False,-0.4,0.8
cheapest_first,development:402:FB+FR:synergistic:1.00:0.00:0:cheapest_first,synergistic,pi_2,1.0,0.0,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:1.00:0.00:0:highest_stage_posterior,synergistic,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:1.00:0.00:0:greedy_gain,synergistic,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:1.00:0.00:0:end_to_end,synergistic,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:1.00:0.00:0:oracle,synergistic,pi_2,1.0,0.0,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:1.00:0.05:0:qrtc,synergistic,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:1.00:0.05:0:random,synergistic,pi_2,1.0,0.05,0.0,0.0,1.0,1.3,False,-0.5,0.8
cheapest_first,development:402:FB+FR:synergistic:1.00:0.05:0:cheapest_first,synergistic,pi_2,1.0,0.05,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:1.00:0.05:0:highest_stage_posterior,synergistic,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:1.00:0.05:0:greedy_gain,synergistic,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:1.00:0.05:0:end_to_end,synergistic,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:1.00:0.05:0:oracle,synergistic,pi_2,1.0,0.05,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:1.00:0.10:0:qrtc,synergistic,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:1.00:0.10:0:random,synergistic,pi_2,1.0,0.1,0.0,0.0,1.0,1.15,False,-0.35,0.8
cheapest_first,development:402:FB+FR:synergistic:1.00:0.10:0:cheapest_first,synergistic,pi_2,1.0,0.1,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:1.00:0.10:0:highest_stage_posterior,synergistic,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:1.00:0.10:0:greedy_gain,synergistic,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:1.00:0.10:0:end_to_end,synergistic,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:1.00:0.10:0:oracle,synergistic,pi_2,1.0,0.1,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:402:FB+FR:synergistic:1.00:0.20:0:qrtc,synergistic,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
random,development:402:FB+FR:synergistic:1.00:0.20:0:random,synergistic,pi_2,1.0,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
cheapest_first,development:402:FB+FR:synergistic:1.00:0.20:0:cheapest_first,synergistic,pi_2,1.0,0.2,0.0,0.0,1.0,1.1,False,-0.3,0.8
highest_stage_posterior,development:402:FB+FR:synergistic:1.00:0.20:0:highest_stage_posterior,synergistic,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
greedy_gain,development:402:FB+FR:synergistic:1.00:0.20:0:greedy_gain,synergistic,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
end_to_end,development:402:FB+FR:synergistic:1.00:0.20:0:end_to_end,synergistic,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
oracle,development:402:FB+FR:synergistic:1.00:0.20:0:oracle,synergistic,pi_2,1.0,0.2,0.0,0.0,0.0,0.0,True,0.8,0.8
qrtc,development:403:FG+FW:strict_masking:0.25:0.00:0:qrtc,strict_masking,pi_1,0.25,0.0,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
random,development:403:FG+FW:strict_masking:0.25:0.00:0:random,strict_masking,pi_1,0.25,0.0,0.0,0.0,1.0,1.0999999999999999,False,-0.45,0.6499999999999999
cheapest_first,development:403:FG+FW:strict_masking:0.25:0.00:0:cheapest_first,strict_masking,pi_1,0.25,0.0,0.0,0.0,1.0,0.95,False,-0.3,0.6499999999999999
highest_stage_posterior,development:403:FG+FW:strict_masking:0.25:0.00:0:highest_stage_posterior,strict_masking,pi_1,0.25,0.0,0.0,0.0,1.0,1.15,False,-0.5,0.6499999999999999
greedy_gain,development:403:FG+FW:strict_masking:0.25:0.00:0:greedy_gain,strict_masking,pi_1,0.25,0.0,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
end_to_end,development:403:FG+FW:strict_masking:0.25:0.00:0:end_to_end,strict_masking,pi_1,0.25,0.0,0.0,0.0,1.0,0.9999999999999999,False,-0.35,0.6499999999999999
oracle,development:403:FG+FW:strict_masking:0.25:0.00:0:oracle,strict_masking,pi_1,0.25,0.0,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
qrtc,development:403:FG+FW:strict_masking:0.25:0.05:0:qrtc,strict_masking,pi_1,0.25,0.05,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
random,development:403:FG+FW:strict_masking:0.25:0.05:0:random,strict_masking,pi_1,0.25,0.05,0.0,0.0,1.0,1.0999999999999999,False,-0.45,0.6499999999999999
cheapest_first,development:403:FG+FW:strict_masking:0.25:0.05:0:cheapest_first,strict_masking,pi_1,0.25,0.05,0.0,0.0,1.0,0.95,False,-0.3,0.6499999999999999
highest_stage_posterior,development:403:FG+FW:strict_masking:0.25:0.05:0:highest_stage_posterior,strict_masking,pi_1,0.25,0.05,0.0,0.0,1.0,1.15,False,-0.5,0.6499999999999999
greedy_gain,development:403:FG+FW:strict_masking:0.25:0.05:0:greedy_gain,strict_masking,pi_1,0.25,0.05,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
end_to_end,development:403:FG+FW:strict_masking:0.25:0.05:0:end_to_end,strict_masking,pi_1,0.25,0.05,0.0,0.0,1.0,0.9999999999999999,False,-0.35,0.6499999999999999
oracle,development:403:FG+FW:strict_masking:0.25:0.05:0:oracle,strict_masking,pi_1,0.25,0.05,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
qrtc,development:403:FG+FW:strict_masking:0.25:0.10:0:qrtc,strict_masking,pi_1,0.25,0.1,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
random,development:403:FG+FW:strict_masking:0.25:0.10:0:random,strict_masking,pi_1,0.25,0.1,0.0,0.0,1.0,0.95,False,-0.3,0.6499999999999999
cheapest_first,development:403:FG+FW:strict_masking:0.25:0.10:0:cheapest_first,strict_masking,pi_1,0.25,0.1,0.0,0.0,1.0,0.95,False,-0.3,0.6499999999999999
highest_stage_posterior,development:403:FG+FW:strict_masking:0.25:0.10:0:highest_stage_posterior,strict_masking,pi_1,0.25,0.1,0.0,0.0,1.0,1.15,False,-0.5,0.6499999999999999
greedy_gain,development:403:FG+FW:strict_masking:0.25:0.10:0:greedy_gain,strict_masking,pi_1,0.25,0.1,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
end_to_end,development:403:FG+FW:strict_masking:0.25:0.10:0:end_to_end,strict_masking,pi_1,0.25,0.1,0.0,0.0,1.0,0.9999999999999999,False,-0.35,0.6499999999999999
oracle,development:403:FG+FW:strict_masking:0.25:0.10:0:oracle,strict_masking,pi_1,0.25,0.1,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
qrtc,development:403:FG+FW:strict_masking:0.25:0.20:0:qrtc,strict_masking,pi_1,0.25,0.2,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
random,development:403:FG+FW:strict_masking:0.25:0.20:0:random,strict_masking,pi_1,0.25,0.2,0.0,0.0,1.0,0.9999999999999999,False,-0.35,0.6499999999999999
cheapest_first,development:403:FG+FW:strict_masking:0.25:0.20:0:cheapest_first,strict_masking,pi_1,0.25,0.2,0.0,0.0,1.0,0.95,False,-0.3,0.6499999999999999
highest_stage_posterior,development:403:FG+FW:strict_masking:0.25:0.20:0:highest_stage_posterior,strict_masking,pi_1,0.25,0.2,0.0,0.0,1.0,1.15,False,-0.5,0.6499999999999999
greedy_gain,development:403:FG+FW:strict_masking:0.25:0.20:0:greedy_gain,strict_masking,pi_1,0.25,0.2,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
end_to_end,development:403:FG+FW:strict_masking:0.25:0.20:0:end_to_end,strict_masking,pi_1,0.25,0.2,0.0,0.0,1.0,0.9999999999999999,False,-0.35,0.6499999999999999
oracle,development:403:FG+FW:strict_masking:0.25:0.20:0:oracle,strict_masking,pi_1,0.25,0.2,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
qrtc,development:403:FG+FW:strict_masking:0.50:0.00:0:qrtc,strict_masking,pi_1,0.5,0.0,0.0,0.0,0.0,0.0,True,0.6499999999999999,0.6499999999999999
random,development:403:FG+FW:strict_masking:0.50:0.00:0:random,strict_masking,pi_1,0.5,0.0,0.0,0.0,1.0,1.0999999999999999,False,-0.45,0.6499999999999999
cheapest_first,development:403:FG+FW:strict_masking:0.50:0.00:0:cheapest_first,strict_masking,pi_1,0.5,0.0,0.0,0.0,1.0,0.95,False,-0.3,0.6499999999999999
