candidate,trial_count,mean_utility,recovery_rate,mean_intervention_cost,mean_harm,unsafe_commitment_rate,evidence_request_rate,oracle_regret
qrtc,9600,0.40525,0.6279166666666667,4.3220833333333335,0.02625,0.0,0.25,0.104546875
qrtc_no_abstention,9600,0.08498177083333334,0.31416666666666665,3.4610416666666666,0.22453125,0.0,0.0,0.4248151041666666
qrtc_untyped,9600,0.22218229166666664,0.46208333333333335,4.652708333333333,0.0290625,0.0,0.25,0.28761458333333334
greedy_gain,9600,-0.0025182291666666686,0.31416666666666665,4.211041666666667,0.22453125,0.25,0.0,0.5123151041666666
oracle,9600,0.5097968749999999,0.6648958333333334,3.0707291666666667,0.00625,0.0,0.0,0.0
